,Gebiedscode,meting,date,doy,dop,plastic_6_packringen,plastic_tassen,plastic_kleine_plastic_tasjes,plastic_drankflessen_groterdan_halveliter,plastic_drankflessen_kleinerdan_halveliter,plastic_wikkels_van_drankflessen,plastic_verpakking_van_schoonmaakmiddelen,plastic_voedselverpakkingen_frietbakjes_etc,plastic_cosmeticaverpakkingen,plastic_motorolieverpakking_groterdan50cm,plastic_jerrycans,plastic_kratten,plastic_auto_onderdelen,plastic_doppen_en_deksels,plastic_aanstekers,plastic_speelgoed,plastic_plastic_bekers_of_delen_daarvan,plastic_netzakken,plastic_handschoenen_huishoudelijk,plastic_handschoenen_professioneel,plastic_touw_diameter_groterdan_1cm,plastic_touw_diameter_kleinerdan_1cm,plastic_sportvisspullen,plastic_breekstaafjes,plastic_emmers,plastic_industrieel_verpakkingsmateriaal,plastic_helmen,plastic_geweerpatronen,plastic_schoenen,plastic_plastic_stukjes_0_2_5cm_hard_plastic,plastic_plastic_stukjes_2_5_50cm_hard_plastic,plastic_plastic_stukjes_0_2_5cm_zacht_plastic,plastic_plastic_stukjes_2_5_50cm_zacht_plastic,plastic_overig_plastic,plastic_piepschuim_0_2_5cm,plastic_piepschuim_2_5_50cm,plastic_piepschuim_voedselverpakkingen,plastic_plastic_folies_groterdan_50cm,plastic_hard_plastic_groterdan_50cm,plastic_rietjes,plastic_snoep_snack_chipsverpakking,plastic_piepschuim_groterdan_50cm,plastic_piepschuim_bekers,plastic_bestek,plastic_biofilm_waterfiltertjes,plastic_kitspuiten,plastic_kunststof_band_tiewraps,plastic_lolliestokjes,plastic_motorolieverpakking_kleinerdan50cm,plastic_vuilniszakken,plastic_schrijfwaren,plastic_visdraad,plastic_vuurwerk,plastic_borden_new,plastic_roerstaafjes_new,plastic_bloempotten_new,plastic_plakband_new,rubber_ballonnen,rubber_banden,rubber_overig_rubber,textiel_kleding,textiel_vloerbedekking,textiel_schoeisel,textiel_overig_textiel,papier_tassen,papier_karton,papier_sigarettenverpakking,papier_sigarettenfilters,papier_kartonnen_bekers,papier_kranten,papier_papier_overig,papier_drankkarton,papier_ondefinieerbaar,hout_kurk,hout_pellets,hout_ijsstokjes,hout_kwasten,hout_overig_hout_keinderdan_50cm,hout_overig_hout_groterdan_50cm,metaal_aluminiumfolie,metaal_capsules,metaal_drankblikjes,metaal_elektriciteitsdraad,metaal_oud_ijzer,metaal_kroonkurken,metaal_oliedrum,metaal_omheinigsdraad_prikkeldraad,metaal_spuitbussen,metaal_verfblik,metaal_vislood,metaal_voedselblikken,metaal_wegwerpbarbecues,metaal_overig_metaal_kleinerdan_50cm,metaal_overig_metaal_groterdan_50cm,glas_flessen_pottten,glas_lampen_tl_lampen,glas_overig_glas,sanitair_cosmetica,sanitair_plastic_wattenstaafjes,sanitair_kartonnen_wattenstaafjes,sanitair_vochtige_doekjes,sanitair_condooms,sanitair_maandverband_en_verpakkingen_ervan,sanitair_plastic_kam_borstel,sanitair_tampons_en_tamponapplicators,sanitair_tissues_wc_papier,sanitair_toiletverfrissers,sanitair_overig_sanitair,medisch_verpakkingen,medisch_spuiten,medisch_overig_medisch,granulaat_korrels,sum_plastic,sum_rubber,sum_textiel,sum_papier,sum_hout,sum_metaal,sum_glas,sum_sanitair,sum_medisch,date_lag_1d,date_lag_2d,date_lag_7d,date_lag_14d,date_lag_1m,date_lag_6m,P_1d_sum,P_2d_sum,P_7d_sum,P_14d_sum,P_1m_sum,P_6m_sum,P_1d_max,P_2d_max,P_7d_max,P_14d_max,P_1m_max,P_6m_max,U_1d_max,U_2d_max,U_7d_max,U_14d_max,U_1m_max,U_6m_max,U_1d_mean,U_2d_mean,U_7d_mean,U_14d_mean,U_1m_mean,U_6m_mean,h_2d_max_above_current,h_7d_max_above_current,h_14d_max_above_current,h_1m_max_above_current,h_6m_max_above_current
184,M(122a)L-NBNL,2,0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,40.0,26.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,0.0,1.0,39.0,5.0,4.0,0.0,1.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,M(117a)L-NBNL,2,20181103,307.0,671.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,81.0,0.0,0.0,9.0,0.0,21.0,3.0,0.0,0.0,20181102,20181101,20181027,20181020,20181003,20180503,0.0009900455652140417,1.339553857423999,27.98969539556133,36.16888509474546,37.42864587667656,233.22204434436804,0.0009900455652140417,1.3385638118587846,23.294637123848176,23.30652312483299,23.30652312483299,28.215427434188424,2.4741550865330986,3.6782500889994636,6.176915952383092,7.02599631059151,7.02599631059151,8.505297637629356,2.4741550865330986,3.0494479277208884,4.411024147447243,4.319243489465853,3.549226176406118,3.482925528451158,0.005156417388160525,0.2695655334117439,0.40945625652694595,0.2659195588988326,0.34044652589082275
187,M(116a)L-NBNL,2,20181219,353.0,717.0,50.0,0.0,0.0,100.0,200.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,125.0,500.0,525.0,0.0,500.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,2675.0,25.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,20181218,20181217,20181212,20181205,20181119,20180619,0.49542032088412213,0.49676705263727305,6.57093720736073,40.12636307370515,69.06305239966926,262.10220767502017,0.49542032088412213,0.49542032088412213,3.218396763195729,12.488386606074002,14.701003167608965,26.84767659354596,4.768970390140545,5.264315004457899,5.442368120697541,9.427493336555475,9.51350061836563,9.521003994296894,4.768970390140545,4.991286909349897,4.4248402982675445,5.078260137985101,4.796725481796587,3.7815669151234714,0.0051917664165581565,0.009754038787120152,0.826099673646777,1.549773404846678,1.0253007562111895
188,M(114a)L-NBNL,2,20181027,300.0,664.0,0.0,0.0,25.0,25.0,67.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,17.0,1000.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,184.0,92.0,367.0,42.0,42.0,34.0,0.0,9.0,42.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,9.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,9.0,0.0,0.0,17.0,259.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,59.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2244.0,0.0,34.0,285.0,17.0,68.0,68.0,0.0,0.0,20181026,20181025,20181020,20181013,20180927,20180427,2.1103408395787016,6.178311502122475,8.266115495791603,8.28801591405323,14.76329491189069,252.54286552162878,2.1103408395787016,4.354786682700582,4.361510088162143,4.361510088162143,4.901379538093968,28.48888277510267,3.2652135894686842,5.12693243695452,6.666322827047946,6.6710045381586305,6.697121323444956,8.543847858839092,3.2652135894686842,4.196073013211603,4.244811258769438,3.3333578198846765,3.340357662167207,3.4952083901739344,0.11974979091440592,0.3925751122423229,0.2690241561386243,0.30255488446602746,0.6988592838019105
189,M(111a)L-NBNL,2,20181030,303.0,667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,4.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,4.0,13.0,2.0,10.0,9.0,5.0,0.0,20181029,20181028,20181023,20181016,20180930,20180430,22.90438778981017,23.00698482171075,30.88514395169756,31.309462045895927,37.56106940548534,235.73919625125586,22.90438778981017,22.90438778981017,22.92020179271551,22.92020179271551,22.92020179271551,28.123270225490632,6.14989751872191,6.156829775923904,6.27404328825549,7.0434609693362065,7.0434609693362065,8.527720361057527,6.14989751872191,5.694525051888035,4.837089281338914,3.9405714132468344,3.64956117528112,3.524753854249342,0.18750643600293676,0.0035439229721969615,0.268657899882829,0.1790924103984928,0.0020256215075985184
190,M(110a)L-NBNL,2,20181113,317.0,681.0,0.0,0.0,10.0,19.0,16.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,25.0,0.0,4.0,7.0,0.0,0.0,0.0,10.0,32.0,0.0,0.0,0.0,13.0,0.0,4.0,0.0,16.0,7.0,47.0,88.0,0.0,250.0,310.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,19.0,0.0,0.0,13.0,0.0,0.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,992.0,8.0,4.0,14.0,23.0,43.0,0.0,4.0,0.0,20181112,20181111,20181106,20181030,20181013,20180513,0.5922668718410582,5.771584652455933,14.271625618702664,18.913473320106544,50.18407503396968,243.15595415424687,0.5922668718410582,5.270212056867245,5.949114989414315,5.993826331338042,22.874738506460638,28.07294458464597,5.5910504401878995,5.5910504401878995,5.856297445203886,5.856297445203886,7.091485665657646,8.518263718474504,5.5910504401878995,4.237817035169828,4.562169654603482,3.950048695747099,3.8319237278667755,3.5570383412000517,0.1297529338877308,0.302178591370883,7.367028628473406e-05,0.3442874851649115,0.4529983986870267
191,M(109a)L-NBNL,2,20181113,317.0,681.0,0.0,5.0,0.0,5.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,9.0,0.0,0.0,0.0,5.0,5.0,25.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,21.0,55.0,30.0,5.0,42.0,30.0,0.0,25.0,5.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,359.0,0.0,5.0,14.0,14.0,23.0,0.0,15.0,0.0,20181112,20181111,20181106,20181030,20181013,20180513,0.5911997991943271,5.753377766988461,14.246041605124358,18.890957874115802,50.13782280389474,243.14188306915608,0.5911997991943271,5.254150341505995,5.937655922794877,5.9827775324235475,22.85006266282464,28.0722490889137,5.592787342162364,5.592787342162364,5.858560123509551,5.858560123509551,7.092553173489755,8.516494713196883,5.592787342162364,4.239353857566667,4.563534741087113,3.951122609535951,3.83354951004086,3.5586496518680883,0.13123865272481153,0.3052190557286554,4.4622412913017045e-05,0.3470821061809021,0.4565554362905953
192,M(105a)L-NBNL,2,20181021,294.0,658.0,0.0,0.0,34.0,17.0,17.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,50.0,0.0,50.0,17.0,50.0,0.0,0.0,17.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,17.0,17.0,0.0,0.0,50.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,621.0,17.0,67.0,34.0,34.0,17.0,0.0,0.0,0.0,20181020,20181019,20181014,20181007,20180921,20180421,0.010679118946244638,0.010679118946244638,0.03563310892679988,0.2836179075329218,22.316749746642337,248.37112679190463,0.010679118946244638,0.010679118946244638,0.031239540750642728,0.26104459165833427,11.74418516633031,28.172347858043,2.077048090070776,2.0800903791864247,3.2482363516894597,4.7729168112499964,5.33192793759193,8.310498654193278,2.077048090070776,1.7285849506919828,2.1591702567982423,2.801438903199689,3.020514335916524,3.4477538193433577,2.6529383900151763e-05,0.04444366258102601,0.07152920247116865,0.08181630248875162,0.1434532537796934
193,M(100a)L-NBNL,2,20181228,362.0,726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,20181227,20181226,20181221,20181214,20181128,20180628,0.0,0.0017180758319999495,15.67147771496592,36.00072186063848,97.76693699972157,283.5621600941123,0.0,0.0017180758319999495,9.871380791666885,12.883155675376123,15.554085812321297,26.160491030251894,2.5334088752747443,2.5751004843528653,5.558130005288421,7.842767611044735,9.048377318743519,9.109152682039745,2.5334088752747443,2.055308753223496,3.0640109993601508,4.0534046247119635,4.5197106355279955,3.5341364400317477,6.370542303822583e-05,0.5268814039078324,0.6547037424701992,0.8559977422657327,0.7406319600169787
195,M(097a)R-GENL,2,20181021,294.0,658.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,2.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,20181020,20181019,20181014,20181007,20180921,20180421,0.0053864303646842535,0.0053864303646842535,0.020060513098963055,0.1260385359280728,19.097698776651317,247.08791243607365,0.0053864303646842535,0.0053864303646842535,0.017787351457785015,0.11721176211934399,11.658034406989,27.16341844478931,1.598985749235228,1.6011248499107467,2.852523350325473,4.518226456016456,4.918114327782163,7.7885912733645375,1.598985749235228,1.3263986764692663,1.9078709170060582,2.527917456463257,2.7346711651906044,3.1661797911732084,3.3345863366684955e-05,0.04873981473184745,0.059335798485544905,0.11543112017259596,0.21310594562791169
197,M(087a)L-NBNL,2,20181113,317.0,681.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0,20181112,20181111,20181106,20181030,20181013,20180513,0.5248296629508595,5.495486667474562,13.298605583814446,17.648914048664228,46.8147125269014,237.81849720558017,0.5248296629508595,5.036141059152465,5.451954712227909,5.485278949935215,22.397612014909328,27.43204042051103,5.240226948173893,5.240226948173893,5.502580777555739,5.502580777555739,6.649574069695741,7.768227123564217,5.240226948173893,3.857663140539906,4.211108883036722,3.6121383394252145,3.5521038693774414,3.2663049575002523,6.198313776335353e-08,0.014583442690159527,4.370621244150904e-09,0.01875016239225748,0.08555596588038455
198,M(086a)R-LINL,2,20181023,296.0,660.0,0.0,0.0,5.0,2.0,10.0,3.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,30.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,2.0,0.0,0.0,2.0,8.0,13.0,12.0,5.0,2.0,97.0,20.0,0.0,0.0,0.0,4.0,17.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,2.0,2.0,12.0,0.0,3.0,0.0,0.0,0.0,20181022,20181021,20181016,20181009,20180923,20180423,0.09423527123846287,0.618523640911137,0.6487240867240096,0.7894377009972732,5.899839716713672,241.29545768576372,0.09423527123846287,0.5915263967918428,0.5981086911673272,0.6864132879964739,2.378438138733124,27.301252080336383,5.812728634015884,5.812728634015884,5.818994751081417,5.8606706282433985,5.861001777666085,7.800802161663967,5.812728634015884,4.551618654822588,2.7214009036946134,2.9858419893941486,2.872653463594115,3.2478888532131283,0.034177746624161384,0.0297696656439907,0.015159057524330949,9.555142958630816e-05,0.06898968085325695
199,M(085a)L-LINL,2,20181102,306.0,670.0,0.0,0.0,0.0,5.0,9.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,3.0,65.0,28.0,0.0,0.0,0.0,14.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,12.0,0.0,2.0,2.0,0.0,52.0,2.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,38.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,202.0,0.0,16.0,66.0,2.0,68.0,26.0,0.0,3.0,20181101,20181031,20181026,20181019,20181002,20180502,0.7869734863903004,4.205070691709622,27.89755956445316,33.43177568223367,34.07478006172847,229.6905577742819,0.7869734863903004,3.5028149951544845,22.36924059887397,22.37483720837464,22.37483720837464,27.438264192545198,3.4524593031699626,3.850319764233413,6.18065231007115,6.629312050155114,6.629312050155114,7.758090109195897,3.4524593031699626,3.586518877115997,4.399899701364114,3.994420477120777,3.3520575271155755,3.2281382951515893,7.92850718826281e-05,0.024770814425934595,0.006576658392408195,0.02958902544327402,0.06378530710311728
200,M(080a)R-LINL,2,20181026,299.0,663.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,69.0,0.0,0.0,3.0,0.0,13.0,0.0,9.0,0.0,20181025,20181024,20181019,20181012,20180926,20180426,3.179231834831786,3.671116226813121,5.427425642959184,5.457297673732102,9.823376084663765,236.4765741919578,3.179231834831786,3.180570753006991,3.196637771109448,3.196637771109448,3.6498500124337907,27.067220247538458,4.864018767838697,4.868428232719479,5.808008570838558,5.853919707454508,5.865107899650207,7.728707444262292,4.864018767838697,4.225935986092149,3.569759437806863,3.108535001380798,3.022610065152846,3.2100537955711617,0.0008472888288289591,0.01040304795742327,0.03281606057842739,0.06531447761547009,0.21134404409360508
201,M(077a)R-NBNL,2,20181017,290.0,654.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,6.0,47.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,3.0,56.0,0.0,29.0,2.0,12.0,0.0,20181016,20181015,20181010,20181003,20180917,20180417,0.0,0.0,0.15158236729782842,0.6515005164765915,29.1578563875372,235.4343133431384,0.0,0.0,0.14841155607154755,0.5379578620097599,12.539317653025112,26.867146957977152,1.6600222989640754,1.7593193877854767,4.4767814305568505,4.505447366062355,7.52241525303446,7.65193768362828,1.6600222989640754,1.6499826388754084,2.9936243170769394,2.7766068005707307,3.222580151671416,3.209104908626411,0.0019278363165371461,0.017669872722031528,0.04250864270449336,0.12550743032496106,0.2572873094924427
202,M(075a)R-LINL,2,20181104,308.0,672.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,0.0,0.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,3.0,3.0,3.0,0.0,5.0,0.0,0.0,20181103,20181102,20181028,20181021,20181004,20180504,0.0,0.00100724106318764,25.19856260200264,31.38570647615743,32.02457534571272,217.25762470134035,0.0,0.00100724106318764,20.987080925592238,21.006797920953982,21.006797920953982,26.002158687382067,2.3554679274989248,2.4352028063446216,5.990415168733612,6.488857174613021,6.488857174613021,7.465503318827002,2.3554679274989248,2.2000141222199394,3.7742687391930243,3.9796757740885336,3.196492107604117,3.1307749313556994,0.0001929018737913857,0.052971595386095166,0.10780853290227667,0.08061466697196948,0.41829972831596035
