,Gebiedscode,meting,date,doy,dop,plastic_6_packringen,plastic_tassen,plastic_kleine_plastic_tasjes,plastic_drankflessen_groterdan_halveliter,plastic_drankflessen_kleinerdan_halveliter,plastic_wikkels_van_drankflessen,plastic_verpakking_van_schoonmaakmiddelen,plastic_voedselverpakkingen_frietbakjes_etc,plastic_cosmeticaverpakkingen,plastic_motorolieverpakking_groterdan50cm,plastic_jerrycans,plastic_kratten,plastic_auto_onderdelen,plastic_doppen_en_deksels,plastic_aanstekers,plastic_speelgoed,plastic_plastic_bekers_of_delen_daarvan,plastic_netzakken,plastic_handschoenen_huishoudelijk,plastic_handschoenen_professioneel,plastic_touw_diameter_groterdan_1cm,plastic_touw_diameter_kleinerdan_1cm,plastic_sportvisspullen,plastic_breekstaafjes,plastic_emmers,plastic_industrieel_verpakkingsmateriaal,plastic_helmen,plastic_geweerpatronen,plastic_schoenen,plastic_plastic_stukjes_0_2_5cm_hard_plastic,plastic_plastic_stukjes_2_5_50cm_hard_plastic,plastic_plastic_stukjes_0_2_5cm_zacht_plastic,plastic_plastic_stukjes_2_5_50cm_zacht_plastic,plastic_overig_plastic,plastic_piepschuim_0_2_5cm,plastic_piepschuim_2_5_50cm,plastic_piepschuim_voedselverpakkingen,plastic_plastic_folies_groterdan_50cm,plastic_hard_plastic_groterdan_50cm,plastic_rietjes,plastic_snoep_snack_chipsverpakking,plastic_piepschuim_groterdan_50cm,plastic_piepschuim_bekers,plastic_bestek,plastic_biofilm_waterfiltertjes,plastic_kitspuiten,plastic_kunststof_band_tiewraps,plastic_lolliestokjes,plastic_motorolieverpakking_kleinerdan50cm,plastic_vuilniszakken,plastic_schrijfwaren,plastic_visdraad,plastic_vuurwerk,plastic_borden_new,plastic_roerstaafjes_new,plastic_bloempotten_new,plastic_plakband_new,rubber_ballonnen,rubber_banden,rubber_overig_rubber,textiel_kleding,textiel_vloerbedekking,textiel_schoeisel,textiel_overig_textiel,papier_tassen,papier_karton,papier_sigarettenverpakking,papier_sigarettenfilters,papier_kartonnen_bekers,papier_kranten,papier_papier_overig,papier_drankkarton,papier_ondefinieerbaar,hout_kurk,hout_pellets,hout_ijsstokjes,hout_kwasten,hout_overig_hout_keinderdan_50cm,hout_overig_hout_groterdan_50cm,metaal_aluminiumfolie,metaal_capsules,metaal_drankblikjes,metaal_elektriciteitsdraad,metaal_oud_ijzer,metaal_kroonkurken,metaal_oliedrum,metaal_omheinigsdraad_prikkeldraad,metaal_spuitbussen,metaal_verfblik,metaal_vislood,metaal_voedselblikken,metaal_wegwerpbarbecues,metaal_overig_metaal_kleinerdan_50cm,metaal_overig_metaal_groterdan_50cm,glas_flessen_pottten,glas_lampen_tl_lampen,glas_overig_glas,sanitair_cosmetica,sanitair_plastic_wattenstaafjes,sanitair_kartonnen_wattenstaafjes,sanitair_vochtige_doekjes,sanitair_condooms,sanitair_maandverband_en_verpakkingen_ervan,sanitair_plastic_kam_borstel,sanitair_tampons_en_tamponapplicators,sanitair_tissues_wc_papier,sanitair_toiletverfrissers,sanitair_overig_sanitair,medisch_verpakkingen,medisch_spuiten,medisch_overig_medisch,granulaat_korrels,sum_plastic,sum_rubber,sum_textiel,sum_papier,sum_hout,sum_metaal,sum_glas,sum_sanitair,sum_medisch,date_lag_1d,date_lag_2d,date_lag_7d,date_lag_14d,date_lag_1m,date_lag_6m,P_1d_sum,P_2d_sum,P_7d_sum,P_14d_sum,P_1m_sum,P_6m_sum,P_1d_max,P_2d_max,P_7d_max,P_14d_max,P_1m_max,P_6m_max,U_1d_max,U_2d_max,U_7d_max,U_14d_max,U_1m_max,U_6m_max,U_1d_mean,U_2d_mean,U_7d_mean,U_14d_mean,U_1m_mean,U_6m_mean,h_2d_max_above_current,h_7d_max_above_current,h_14d_max_above_current,h_1m_max_above_current,h_6m_max_above_current
84,M(086a)R-LINL,1,20180313,72.0,436.0,0.0,0.0,1.0,2.0,5.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,38.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,31.0,19.0,27.0,45.0,0.0,9.0,,,0.0,,35.0,,,7.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,0.0,,,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,276.0,1.0,0.0,1.0,0.0,2.0,4.0,2.0,1.0,20180312,20180311,20180306,20180227,20180213,20170913,6.139039780315215,8.12183762453367,21.63769711903412,24.152785330485184,28.658676127585082,428.26689497399576,6.139039780315215,6.2323562462833,7.263616209063326,7.263616209063326,7.32293036779734,23.385053612930747,4.2333435171091836,4.2870549564665845,6.032373178545629,10.126921915938013,10.09284702812613,10.884599590535862,4.2333435171091836,3.9723544544846106,3.953630432079174,4.935537366812403,4.526044186593892,4.325025852490869,0.002995603188564249,0.005563138668138322,0.017641544753436263,0.026701513116537994,0.5757234469841583
85,M(085a)L-LINL,1,20180220,51.0,415.0,0.0,5.0,3.0,3.0,7.0,11.0,0.0,39.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,18.0,30.0,62.0,259.0,0.0,0.0,4.0,,,0.0,,1.0,,,2.0,,0.0,2.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,,5.0,,,1.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,19.0,487.0,1.0,6.0,2.0,1.0,9.0,7.0,10.0,0.0,20180219,20180218,20180213,20180206,20180120,20170820,0.0,0.029612297372633312,4.430121918575148,10.997353069695999,41.13130706749545,477.5202529042323,0.0,0.029612297372633312,4.372638738213599,6.097706130026317,10.591944490835859,29.029141885396037,2.466544842162497,2.6126139140341023,5.257027932697394,6.991772129341737,8.288979386469604,10.529884693791884,2.466544842162497,2.332804920688216,3.1136444920480963,3.6595607316647984,4.276344840520274,4.145194042881507,1.6292207110534066e-06,0.01051804282941922,0.005178833383628075,0.13314816318202857,0.5648334514463308
86,M(084a)L-NBNL,1,20180224,55.0,419.0,0.0,3.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,7.0,0.0,222.0,0.0,0.0,19.0,,,1.0,,48.0,,,6.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,5.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,8.0,406.0,3.0,1.0,6.0,4.0,5.0,2.0,6.0,1.0,20180223,20180222,20180217,20180210,20180124,20170824,0.0,0.0,0.029976090246442287,10.089047307613695,35.55289118350632,476.1519639967782,0.0,0.0,0.029503407449714407,6.052261528935729,10.421418002384305,29.021343860171946,7.127007827351281,7.127007827351281,7.105816123995569,7.503974080629411,7.8490716156113685,10.5281131262771,7.127007827351281,6.34392320127865,3.918903455332367,4.166236348466463,4.2533174375894784,4.192988239169236,4.466195639860801e-05,0.019406309560197642,0.009345719671427317,0.18664122935788127,0.6475392976710546
87,M(083a)L-NBNL,1,20180218,49.0,413.0,0.0,6.0,0.0,1.0,3.0,18.0,9.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,0.0,1.0,0.0,11.0,5.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,210.0,148.0,176.0,44.0,2.0,0.0,62.0,,,1.0,,225.0,,,20.0,,0.0,8.0,,0.0,,0.0,0.0,,,,,,3.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,1.0,0.0,0.0,0.0,28.0,20.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,,45.0,,,0.0,4.0,2.0,0.0,,1.0,4.0,0.0,1.0,2.0,38.0,1082.0,8.0,4.0,2.0,49.0,6.0,5.0,56.0,3.0,20180217,20180216,20180211,20180204,20180118,20170818,0.0,0.0,4.899903706952193,10.868708932780802,47.285585214916914,477.5637137827474,0.0,0.0,4.423872168781697,5.990431485704654,10.561644491261044,29.038223260044532,2.2595037479129827,2.323091778642102,5.245565621901584,6.974786320372518,8.275248853975395,10.523158673974049,2.2595037479129827,2.1214904998785946,3.7311840518534276,3.9115300737506287,4.35378917026573,4.157462976709152,0.00022859429015512368,0.0013768419324711606,0.000671492680787191,0.18589524085793088,0.7933745772466057
88,M(082b)L-REFE,1,20180309,68.0,432.0,0.0,2.0,4.0,4.0,2.0,3.0,2.0,32.0,6.0,0.0,1.0,0.0,0.0,21.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,18.0,64.0,23.0,48.0,0.0,0.0,34.0,,,2.0,,66.0,,,12.0,,0.0,3.0,,0.0,,2.0,0.0,,,,,,3.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,10.0,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,,24.0,,,0.0,6.0,1.0,3.0,,1.0,0.0,0.0,0.0,2.0,1.0,366.0,4.0,4.0,36.0,1.0,6.0,30.0,35.0,2.0,20180308,20180307,20180302,20180223,20180209,20170909,2.710070719916587,6.770367630095323,11.657164377207815,12.042010171472375,22.816477392063987,430.73664957786553,2.710070719916587,4.44756327212269,4.675557372881388,4.675557372881388,6.626086467914919,23.87378868916325,3.555935014445002,5.990500105554677,6.041153179514426,10.039678165492845,10.006423933630813,10.856858071583073,3.555935014445002,4.773217559999839,3.9910108917510247,5.447786270736908,4.6753776837571595,4.3758613281494,0.030886230246738366,0.028989714075542596,0.03145172157157266,0.027119118263442425,1.1329545702670147
89,M(080a)R-LINL,1,20180223,54.0,418.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,1.0,104.0,2.0,5.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,33.0,36.0,33.0,27.0,3.0,0.0,18.0,,,0.0,,31.0,,,0.0,,0.0,0.0,,1.0,,0.0,0.0,,,,,,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,3.0,,4.0,,,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,1.0,0.0,14.0,342.0,3.0,2.0,3.0,3.0,5.0,8.0,6.0,1.0,20180222,20180221,20180216,20180209,20180123,20170823,0.0,0.000523097158111848,0.03250363274096195,10.856555620005404,37.754511379029545,475.112135149942,0.0,0.000523097158111848,0.0319805355828501,6.078451191384,10.285866435302953,29.616496516493303,5.479656309277775,5.484744105469563,5.467825444511275,6.943968816248213,8.243655024083878,10.501423791685255,5.479656309277775,5.086792021685235,3.1701405041299444,3.9348818062514486,4.271261735304021,4.151859412462394,9.604829294393639e-06,0.00478188234685226,0.017739398025777387,0.1982900799522881,1.7356609720831693
90,M(079a)R-LINL,1,20180329,88.0,452.0,0.0,1.0,0.0,8.0,16.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,10.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,26.0,28.0,22.0,0.0,0.0,32.0,,,0.0,,0.0,,,3.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,4.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,190.0,0.0,2.0,4.0,5.0,9.0,1.0,4.0,0.0,20180328,20180327,20180322,20180315,20180229,20170929,0.29201793527002007,11.580642898975563,14.569688780415973,20.56910149678031,47.62341025010589,403.0928043736857,0.29201793527002007,11.288624963705542,11.288624963705542,11.294498031280055,11.475460779614963,23.46422218817244,3.6239002178903506,3.751336599370123,4.475524230346226,9.979281778034746,10.232127162209629,10.89740421566319,3.6239002178903506,3.5647323638525963,3.0557229761836866,4.522830032963075,4.591148358278601,4.457916941796505,0.05578931781292,0.0248158379279276,0.041720712957413544,0.322159522002146,2.088069434867165
91,M(077a)R-NBNL,1,20180321,80.0,444.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,3.0,35.0,52.0,3.0,0.0,9.0,,,1.0,,34.0,,,3.0,,2.0,1.0,,0.0,,1.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,7.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,2.0,2.0,4.0,8.0,1.0,0.0,20180320,20180319,20180314,20180307,20180221,20170921,0.028421057219826514,0.28253445307828995,6.261008649943314,25.097253479224385,30.36369313248697,396.0179015517998,0.028421057219826514,0.26515013973216084,3.939455022542006,7.357205185053517,7.484942498381864,23.800062055334855,2.7832473363788464,4.761805447864201,9.928913126871892,9.928913126871892,10.181148829731026,10.874201788864399,2.7832473363788464,3.772278608375297,6.150762748181426,5.073719107390718,5.236529391041377,4.393498410179277,0.002460241880858607,0.00372072770182652,0.34607540337452486,0.18123778023471143,2.3575177454051297
92,M(075a)R-LINL,1,20180316,75.0,439.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,10.0,0.0,0.0,4.0,,,3.0,,2.0,,,2.0,,0.0,1.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,2.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,20180315,20180314,20180309,20180302,20180216,20170916,2.3998775139574406,5.426803253158289,16.772392511733695,28.845841007217498,29.321397079815746,402.09675528565975,2.3998775139574406,3.904334863735402,6.288098725265114,7.518236018734516,7.518236018734516,24.101234586459654,5.543736766489789,5.860903788263207,5.9920895627409605,6.223017149172785,9.690720886322273,10.718046469232423,5.543736766489789,5.5258873186065856,4.214606195127302,4.057545952289232,4.477197845535276,4.242106335228189,0.00025733574007513255,0.3325242029983863,0.4195518288691723,0.10015350400701965,2.808682614797369
93,M(074a)R-LINL,1,20180224,55.0,419.0,0.0,0.0,5.0,5.0,3.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,5.0,1.0,0.0,1.0,3.0,14.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,9.0,91.0,123.0,8.0,0.0,3.0,,,12.0,,41.0,,,2.0,,0.0,0.0,,0.0,,1.0,0.0,,,,,,0.0,0.0,2.0,1.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,2.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,369.0,2.0,12.0,5.0,0.0,3.0,0.0,4.0,0.0,20180223,20180222,20180217,20180210,20180124,20170824,0.0,0.0,0.03142790970568767,9.909836033537424,34.16278009888991,463.58736728296276,0.0,0.0,0.030929474334679477,5.825272465666649,9.662102870572502,30.057589847426236,6.815748138686308,6.815748138686308,6.792165581524262,7.207559033735391,7.613284865471228,10.406718734724645,6.815748138686308,6.0992879633928005,3.8287981366272943,4.066326301835697,4.159173615107891,4.08869933803389,1.9821951970988183e-05,0.00011978141485184043,0.010782605230829375,0.31862653664193064,2.947092084220681
94,M(073a)L-NBNL,1,20180226,57.0,421.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,3.0,3.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,36.0,39.0,40.0,0.0,0.0,6.0,,,2.0,,19.0,,,0.0,,0.0,0.0,,1.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,1.0,4.0,303.0,0.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,20180225,20180224,20180219,20180212,20180126,20170826,0.018343949281707975,0.020781582691519255,0.021278708930976012,4.380803745112068,33.24370158848543,463.71097510631245,0.018343949281707975,0.01879307773369223,0.01879307773369223,4.292855660709284,9.691495980015898,30.014793358348705,5.096890380719221,6.308785188652598,6.827206552920976,6.852986289754331,7.594626311974171,10.38379513813626,5.096890380719221,5.694539351254254,4.82187135083965,4.062347175797309,4.324165565389604,4.115118292565792,0.05409822326384638,0.0002078762033064415,0.0001878941553810812,0.14798358691654154,2.9336755162896515
95,M(072b)L-NBNL,1,20180310,69.0,433.0,0.0,1.0,5.0,4.0,1.0,1.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,38.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,22.0,22.0,37.0,27.0,4.0,0.0,21.0,,,10.0,,12.0,,,6.0,,2.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,,1.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,4.0,12.0,254.0,3.0,2.0,2.0,5.0,5.0,4.0,1.0,5.0,20180309,20180308,20180303,20180224,20180210,20170910,2.7252152449073876,5.414634231568557,14.457995771777243,15.530182589980104,25.369986077161577,422.4833774043651,2.7252152449073876,3.464317371746347,5.613465960242079,5.613465960242079,6.931755918847959,26.105024705029972,3.7308999596340096,3.7369645481063127,5.723531651142054,9.465569513675504,9.43061140352818,10.570224076421018,3.7308999596340096,3.578412251549162,3.6856383141765257,4.992380123233499,4.479932206199044,4.197079365094957,0.043576019621796344,0.11092543278239127,0.05377430839595091,0.011655909650800605,2.8883749928908857
96,M(071a)R-LINL,1,20180306,65.0,429.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,60.0,5.0,5.0,15.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,35.0,10.0,60.0,18.0,2.0,0.0,5.0,,,1.0,,10.0,,,6.0,,2.0,1.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,20.0,270.0,2.0,3.0,6.0,1.0,17.0,5.0,1.0,0.0,20180305,20180304,20180227,20180220,20180206,20170906,0.006187417715553863,0.020930186028474962,2.553740959802901,2.630629996872635,13.225606537645117,430.677719157939,0.006187417715553863,0.020930186028474962,1.716887480923265,1.716887480923265,5.740033287412521,28.63403560352157,2.2473182326897208,3.7019449863059903,9.40325356382415,9.40325356382415,9.368553860070403,10.531844159781333,2.2473182326897208,2.9700619166630946,5.552107451930152,5.245374896412124,4.365610933649617,4.18863051018815,8.968059042561375e-06,0.0011290785684537536,0.020751730242626738,0.0008888133294874028,2.887626317312204
97,M(068a)L-LINL,1,20180221,52.0,416.0,0.0,0.0,14.0,1.0,9.0,8.0,6.0,11.0,3.0,0.0,1.0,0.0,0.0,78.0,12.0,9.0,16.0,0.0,0.0,0.0,1.0,17.0,1.0,3.0,17.0,10.0,1.0,3.0,1.0,109.0,78.0,223.0,220.0,31.0,0.0,39.0,,,2.0,,55.0,,,5.0,,2.0,1.0,,0.0,,1.0,0.0,,,,,,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,8.0,2.0,1.0,0.0,3.0,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,22.0,1.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,7.0,0.0,3.0,,4.0,,,1.0,3.0,0.0,3.0,,1.0,0.0,0.0,0.0,3.0,83.0,1071.0,4.0,2.0,19.0,1.0,54.0,10.0,12.0,3.0,20180220,20180219,20180214,20180207,20180121,20170821,0.0,0.0,4.049101907092685,9.872853011436327,32.7401923143751,430.1003114635729,0.0,0.0,4.031961641253056,5.236531766700813,7.558064571879231,32.05702535436365,3.1078882252631304,3.1078882252631304,3.875765982395244,6.061680316394945,7.330160403683914,9.809205875367018,3.1078882252631304,2.7388074851844046,2.4711121407193892,3.2774769194147497,3.7675206499441787,3.5902987830950908,0.0014116058576984294,0.014760919466436442,0.0002497475489284884,0.335450332922141,2.0726665550142473
98,M(067a)L-LINL,1,20180322,81.0,445.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,5.0,5.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,55.0,4.0,105.0,0.0,0.0,10.0,,,0.0,,80.0,,,1.0,,0.0,0.0,,0.0,,1.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,,7.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,307.0,0.0,4.0,1.0,6.0,13.0,3.0,7.0,0.0,20180321,20180320,20180315,20180308,20180222,20170922,1.9087731252465359,1.9200144453015602,3.8653523325153403,16.518318534617492,27.318325079964087,364.3138175523363,1.9087731252465359,1.9087731252465359,2.1896598390091455,4.04759654312471,7.748407381814237,30.573758361909164,3.7202909250745084,3.7202909250745084,8.195306411275176,8.195306411275176,8.357527890135668,9.75951770064859,3.7202909250745084,3.03298898290561,5.010903817433897,4.235794301525299,4.462702266830082,3.7480170187702777,2.7780995898784783e-05,0.02432479379128888,0.1954681919456696,0.14135537423507025,2.071565029908674
99,M(066a)R-LINL,1,20180306,65.0,429.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,148.0,10.0,176.0,3.0,0.0,73.0,,,5.0,,123.0,,,8.0,,1.0,0.0,,0.0,,2.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,6.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,,17.0,,,0.0,1.0,0.0,0.0,,1.0,1.0,0.0,2.0,0.0,2.0,627.0,0.0,1.0,3.0,11.0,8.0,5.0,20.0,2.0,20180305,20180304,20180227,20180220,20180206,20170906,0.0026390241992526693,0.009185594944529012,2.2494482520626478,2.2830459241228294,11.927110236269957,401.55863755747106,0.0026390241992526693,0.009185594944529012,1.3578608931299903,1.3578608931299903,5.103788188484103,31.813478823463207,1.9861218127039317,3.16736620130715,8.24268501467853,8.24268501467853,8.224538759897758,9.740134313744205,1.9861218127039317,2.57427798944908,4.883552387957905,4.674864491799004,3.890630733542414,3.6873860571738475,1.6119129738240122e-06,0.00011936893012448489,0.005623656448768433,8.803637122942372e-05,2.0799648915573603
