,Gebiedscode,meting,date,doy,dop,plastic_6_packringen,plastic_tassen,plastic_kleine_plastic_tasjes,plastic_drankflessen_groterdan_halveliter,plastic_drankflessen_kleinerdan_halveliter,plastic_wikkels_van_drankflessen,plastic_verpakking_van_schoonmaakmiddelen,plastic_voedselverpakkingen_frietbakjes_etc,plastic_cosmeticaverpakkingen,plastic_motorolieverpakking_groterdan50cm,plastic_jerrycans,plastic_kratten,plastic_auto_onderdelen,plastic_doppen_en_deksels,plastic_aanstekers,plastic_speelgoed,plastic_plastic_bekers_of_delen_daarvan,plastic_netzakken,plastic_handschoenen_huishoudelijk,plastic_handschoenen_professioneel,plastic_touw_diameter_groterdan_1cm,plastic_touw_diameter_kleinerdan_1cm,plastic_sportvisspullen,plastic_breekstaafjes,plastic_emmers,plastic_industrieel_verpakkingsmateriaal,plastic_helmen,plastic_geweerpatronen,plastic_schoenen,plastic_plastic_stukjes_0_2_5cm_hard_plastic,plastic_plastic_stukjes_2_5_50cm_hard_plastic,plastic_plastic_stukjes_0_2_5cm_zacht_plastic,plastic_plastic_stukjes_2_5_50cm_zacht_plastic,plastic_overig_plastic,plastic_piepschuim_0_2_5cm,plastic_piepschuim_2_5_50cm,plastic_piepschuim_voedselverpakkingen,plastic_plastic_folies_groterdan_50cm,plastic_hard_plastic_groterdan_50cm,plastic_rietjes,plastic_snoep_snack_chipsverpakking,plastic_piepschuim_groterdan_50cm,plastic_piepschuim_bekers,plastic_bestek,plastic_biofilm_waterfiltertjes,plastic_kitspuiten,plastic_kunststof_band_tiewraps,plastic_lolliestokjes,plastic_motorolieverpakking_kleinerdan50cm,plastic_vuilniszakken,plastic_schrijfwaren,plastic_visdraad,plastic_vuurwerk,plastic_borden_new,plastic_roerstaafjes_new,plastic_bloempotten_new,plastic_plakband_new,rubber_ballonnen,rubber_banden,rubber_overig_rubber,textiel_kleding,textiel_vloerbedekking,textiel_schoeisel,textiel_overig_textiel,papier_tassen,papier_karton,papier_sigarettenverpakking,papier_sigarettenfilters,papier_kartonnen_bekers,papier_kranten,papier_papier_overig,papier_drankkarton,papier_ondefinieerbaar,hout_kurk,hout_pellets,hout_ijsstokjes,hout_kwasten,hout_overig_hout_keinderdan_50cm,hout_overig_hout_groterdan_50cm,metaal_aluminiumfolie,metaal_capsules,metaal_drankblikjes,metaal_elektriciteitsdraad,metaal_oud_ijzer,metaal_kroonkurken,metaal_oliedrum,metaal_omheinigsdraad_prikkeldraad,metaal_spuitbussen,metaal_verfblik,metaal_vislood,metaal_voedselblikken,metaal_wegwerpbarbecues,metaal_overig_metaal_kleinerdan_50cm,metaal_overig_metaal_groterdan_50cm,glas_flessen_pottten,glas_lampen_tl_lampen,glas_overig_glas,sanitair_cosmetica,sanitair_plastic_wattenstaafjes,sanitair_kartonnen_wattenstaafjes,sanitair_vochtige_doekjes,sanitair_condooms,sanitair_maandverband_en_verpakkingen_ervan,sanitair_plastic_kam_borstel,sanitair_tampons_en_tamponapplicators,sanitair_tissues_wc_papier,sanitair_toiletverfrissers,sanitair_overig_sanitair,medisch_verpakkingen,medisch_spuiten,medisch_overig_medisch,granulaat_korrels,sum_plastic,sum_rubber,sum_textiel,sum_papier,sum_hout,sum_metaal,sum_glas,sum_sanitair,sum_medisch
0,W(078a)R-ZHNL,0,20171021,294.0,293.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,3.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,4.0,3.0,4.0,0.0,2.0,,,0.0,,17.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,7.0,25.0,0.0,0.0,8.0,3.0,,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,11.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,5.0,,0.0,,,0.0,0.0,0.0,1.0,,0.0,2.0,0.0,0.0,0.0,0.0,65.0,0.0,4.0,43.0,5.0,34.0,16.0,3.0,0.0
1,W(074b)R-REFE,0,20171103,307.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,21.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,22.0,3.0,5.0,12.0,2.0,0.0,8.0,,,0.0,,57.0,,,5.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,13.0,0.0,0.0,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,8.0,,3.0,,,1.0,3.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,162.0,2.0,1.0,19.0,0.0,7.0,8.0,8.0,0.0
2,W(062a)L-GENL,0,20171016,289.0,288.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,4.0,0.0,0.0,,,0.0,,3.0,,,0.0,,0.0,0.0,,0.0,,2.0,0.0,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,95.0,,1.0,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,32.0,2.0,1.0,40.0,0.0,39.0,98.0,2.0,0.0
3,W(048a)L-GENL,0,20171004,277.0,276.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,7.0,7.0,0.0,0.0,,,2.0,,10.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,13.0,0.0,0.0,11.0,0.0,,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,15.0,0.0,7.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,1.0,0.0,57.0,0.0,1.0,27.0,5.0,17.0,22.0,2.0,1.0
4,W(046a)L-GENL,0,20171002,275.0,274.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,3.0,0.0,0.0,4.0,,,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,,1.0,,,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,6.0,0.0,3.0,5.0,3.0,0.0
5,W(042a)L-GENL,0,20171004,277.0,276.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,2.0,0.0,0.0,,,3.0,,4.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0
6,W(041a)R-GENL,0,20171007,280.0,279.0,0.0,0.0,9.0,7.0,8.0,0.0,1.0,11.0,2.0,0.0,0.0,0.0,1.0,26.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,5.0,36.0,35.0,6.0,35.0,0.0,9.0,,,0.0,,18.0,,,0.0,,0.0,1.0,,0.0,,1.0,0.0,,,,,,1.0,0.0,16.0,2.0,2.0,12.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,234.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,1.0,,0.0,,,0.0,3.0,4.0,0.0,,0.0,6.0,0.0,0.0,2.0,0.0,225.0,17.0,40.0,2.0,2.0,246.0,6.0,13.0,2.0
7,W(038b)R-GENL,0,20171011,284.0,283.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,9.0,3.0,13.0,1.0,0.0,2.0,,,0.0,,7.0,,,0.0,,0.0,1.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,,0.0,0.0,0.0,2.0,4.0,1.0,3.0,0.0,10.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,62.0,3.0,2.0,8.0,7.0,18.0,4.0,0.0,0.0
8,W(038a)L-GENL,0,20171002,275.0,274.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,,,0.0,,4.0,,,0.0,,0.0,1.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,56.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92.0,,1.0,,,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,60.0,0.0,14.0,92.0,4.0,0.0
9,W(031a)R-GENL,0,20171008,281.0,280.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,3.0,6.0,4.0,3.0,0.0,0.0,,,0.0,,17.0,,,3.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,0.0,,,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,66.0,1.0,0.0,2.0,0.0,5.0,3.0,2.0,1.0
10,W(022b)R-REFE,0,20170810,222.0,221.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,77.0,7.0,0.0,0.0,3.0,,,1.0,,11.0,,,3.0,,0.0,1.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,33.0,,,0.0,6.0,0.0,0.0,,0.0,2.0,0.0,0.0,1.0,0.0,147.0,1.0,0.0,27.0,0.0,5.0,8.0,41.0,1.0
11,W(013a)R-GENL,0,20170924,267.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,11.0,21.0,9.0,0.0,6.0,,,2.0,,55.0,,,0.0,,0.0,1.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,9.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,8.0,0.0,28.0,,2.0,,,0.0,2.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,0.0,165.0,4.0,1.0,6.0,4.0,24.0,36.0,5.0,2.0
12,W(001a)R-REFE,0,20170704,185.0,184.0,0.0,3.0,9.0,27.0,0.0,0.0,4.0,14.0,0.0,0.0,1.0,0.0,0.0,27.0,4.0,3.0,9.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,27.0,60.0,4.0,0.0,14.0,,,5.0,,65.0,,,7.0,,1.0,0.0,,0.0,,1.0,0.0,,,,,,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,56.0,0.0,2.0,2.0,4.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,1.0,3.0,,26.0,,,0.0,0.0,0.0,1.0,,1.0,2.0,0.0,1.0,0.0,0.0,327.0,6.0,0.0,67.0,2.0,9.0,18.0,30.0,1.0
13,M(082b)L-REFE,0,20170810,222.0,221.0,0.0,0.0,3.0,1.0,3.0,4.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,23.0,4.0,18.0,5.0,0.0,4.0,,,0.0,,29.0,,,1.0,,0.0,2.0,,0.0,,2.0,0.0,,,,,,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,11.0,0.0,2.0,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,,13.0,,,0.0,2.0,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,163.0,3.0,2.0,19.0,0.0,6.0,5.0,21.0,0.0
14,M(006b)R-REFE,0,20170704,185.0,184.0,0.0,6.0,11.0,7.0,0.0,11.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,11.0,0.0,0.0,32.0,12.0,76.0,0.0,0.0,5.0,0.0,0.0,,,0.0,,88.0,,,0.0,,0.0,3.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,,,0.0,26.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,319.0,0.0,2.0,0.0,0.0,1.0,0.0,35.0,0.0
15,W4 Heerewaarden,0,20170930,273.0,272.0,0.0,1.0,10.0,1.0,5.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,6.0,0.0,2.0,0.0,6.0,31.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,9.0,20.0,19.0,7.0,0.0,5.0,,,2.0,,29.0,,,1.0,,1.0,5.0,,0.0,,1.0,0.0,,,,,,1.0,0.0,2.0,1.0,2.0,2.0,10.0,0.0,2.0,3.0,9.0,2.0,1.0,3.0,5.0,,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,7.0,,4.0,,,0.0,2.0,0.0,0.0,,2.0,2.0,0.0,0.0,1.0,0.0,207.0,3.0,15.0,25.0,4.0,1.0,10.0,10.0,1.0
16,M 3 Heerewaarden,0,20170923,266.0,265.0,0.0,0.0,0.0,2.0,16.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,17.0,30.0,18.0,1.0,0.0,15.0,,,2.0,,11.0,,,3.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,16.0,2.0,1.0,7.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,5.0,,4.0,,,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,1.0,0.0,178.0,0.0,2.0,32.0,1.0,38.0,7.0,7.0,1.0
17,W(092a)L-NBNL,1,20180312,71.0,435.0,0.0,2.0,2.0,7.0,7.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,31.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,18.0,30.0,68.0,72.0,4.0,0.0,14.0,,,2.0,,15.0,,,3.0,,0.0,1.0,,0.0,,1.0,0.0,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,2.0,0.0,1.0,0.0,2.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,2.0,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,307.0,2.0,0.0,4.0,8.0,9.0,1.0,3.0,0.0
18,W(091a)R-ZHNL,1,20180322,81.0,445.0,0.0,6.0,4.0,6.0,10.0,1.0,6.0,12.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,6.0,0.0,1.0,2.0,11.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,22.0,128.0,9.0,0.0,13.0,,,10.0,,22.0,,,0.0,,0.0,0.0,,0.0,,1.0,0.0,,,,,,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,10.0,2.0,15.0,,0.0,,,0.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,291.0,1.0,6.0,7.0,3.0,9.0,27.0,3.0,1.0
19,W(090a)R-ZHNL,1,20180304,63.0,427.0,0.0,1.0,2.0,5.0,4.0,2.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,37.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,10.0,17.0,87.0,146.0,4.0,0.0,12.0,,,10.0,,17.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,33.0,,0.0,,,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,388.0,2.0,3.0,1.0,14.0,17.0,36.0,1.0,0.0
20,W(089a)L-NBNL,1,20180311,70.0,434.0,0.0,1.0,0.0,4.0,3.0,0.0,2.0,7.0,2.0,0.0,1.0,0.0,0.0,11.0,2.0,1.0,0.0,2.0,1.0,2.0,27.0,6.0,1.0,1.0,1.0,6.0,0.0,0.0,2.0,18.0,26.0,0.0,0.0,47.0,0.0,9.0,,,11.0,,3.0,,,2.0,,0.0,4.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,1.0,6.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,,0.0,,,0.0,1.0,0.0,0.0,,1.0,2.0,0.0,0.0,1.0,26.0,229.0,1.0,10.0,5.0,2.0,8.0,5.0,4.0,1.0
21,W(088a)L-NBNL,1,20180316,75.0,439.0,0.0,2.0,1.0,4.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,8.0,24.0,3.0,0.0,3.0,,,3.0,,6.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,3.0,0.0,2.0,4.0,7.0,0.0,0.0
22,W(079a)R-ZHNL,1,20180309,68.0,432.0,0.0,0.0,11.0,1.0,3.0,5.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,2.0,0.0,2.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,6.0,45.0,4.0,0.0,4.0,,,6.0,,6.0,,,2.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,3.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,7.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0,12.0,16.0,2.0,6.0,10.0,0.0,0.0
23,W(078a)R-ZHNL,1,20180318,77.0,441.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,16.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,6.0,3.0,3.0,0.0,0.0,3.0,,,0.0,,15.0,,,0.0,,0.0,2.0,,0.0,,1.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,4.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,116.0,1.0,1.0,5.0,0.0,3.0,13.0,0.0,0.0
24,W(077a)R-GENL,1,20180321,80.0,444.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,23.0,18.0,2.0,0.0,1.0,,,0.0,,7.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1.0,1.0,0.0,1.0,9.0,0.0,0.0
25,W(075a)R-GENL,1,20180331,90.0,454.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,2.0,3.0,0.0,0.0,0.0,,,0.0,,5.0,,,0.0,,0.0,4.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,80.0,168.0,2.0,6.0,2.0,2.0,5.0,26.0,1.0,0.0
26,W(074b)R-REFE,1,20180215,46.0,410.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,31.0,2.0,27.0,13.0,0.0,0.0,3.0,,,0.0,,9.0,,,4.0,,0.0,2.0,,0.0,,0.0,0.0,,,,,,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,,23.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,129.0,3.0,1.0,4.0,0.0,2.0,11.0,23.0,0.0
